日付,ホームチーム,アウェイチーム,ホームスコア,アウェイスコア,PKホーム,PKアウェイ,
2022-12-3,オランダ,アメリカ,3,1,,
2022-12-3,アルゼンチン,オーストラリア,2,1,,
2022-12-5,日本,クロアチア,1,1,1,3
2022-12-5,ブラジル,韓国,4,1,,
2022-12-4,イングランド,セネガル,3,0,,
2022-12-4,フランス,ポーランド,3,1,,
2022-12-6,モロッコ,スペイン,0,0,3,0
2022-12-6,ポルトガル,スイス,6,1,,
2022-12-9,オランダ,アルゼンチン,2,2,3,4
2022-12-9,クロアチア,ブラジル,1,1,4,2
2022-12-10,イングランド,フランス,1,2,,
2022-12-10,モロッコ,ポルトガル,1,0,,
2022-12-13,アルゼンチン,クロアチア,3,0,,
2022-12-14,フランス,モロッコ,2,0,,
2022-12-18,アルゼンチン,フランス,3,3,4,2
2022-12-17,クロアチア,モロッコ,2,1,,
